DP Label,Cat Label,Desc,,,,,,,,
6,1,"The Window example above comes from ET++. In ET++, WindowImp is called
""WindowPort"" and has subclasses such as XWindowPort and SunWindowPort. The Window
object creates its corresponding Implementor object by requesting it from an
abstract factory called ""WindowSystem."" WindowSystem provides an interface for
creating platform-specific objects such as fonts, cursors, bitmaps, and so forth.
The ET++ Window/WindowPort design extends the Bridge pattern in that the WindowPort
also keeps a reference back to the Window. The WindowPort implementor class uses  this reference to notify Window about WindowPort-specific events: the arrival
of input events, window resizes, etc.
Both Coplien and Stroustrup mention Handle classes and give some
examples. Their examples emphasize memory management issues like sharing string
representations and support for variable-sized objects. Our focus is more on
supporting independent extension of both an abstraction and its implementation.
libg++ defines classes that implement common data structures, such as
Set, LinkedSet, HashSet, LinkedList, and HashTable. Set is an abstract class that
defines a set abstraction, while LinkedList and HashTable are concrete
implementors for a linked list and a hash table, respectively. LinkedSet and
HashSet are Set implementors that bridge between Set and their concrete
counterparts LinkedList and HashTable. This is an example of a degenerate bridge,
because there's no abstract Implementor class.
NeXT's AppKit uses the Bridge pattern in the implementation and display
of graphical images. An image can be represented in several different ways. The
optimal display of an image depends on the properties of a display device,
specifically its color capabilities and its resolution. Without help from AppKit,
developers would have to determine which implementation to use under various
circumstances in every application.
To relieve developers of this responsibility, AppKit provides an
NXImage/NXImageRep bridge. NXImage defines the interface for handling images.
The implementation of images is defined in a separate NXImageRep class hierarchy
having subclasses such as NXEPSImageRep, NXCachedImageRep, and NXBitMapImageRep.
NXImage maintains a reference to one or more NXImageRep objects. If there is more
than one image implementation, then NXImage selects the most appropriate one for
the current display device. NXImage is even capable of converting one
implementation to another if necessary. The interesting aspect of this Bridge
variant is that NXImage can store more than one NXImageRep implementation at a
time. ",,,,,,,,
6,1,"Use when you want to separate the abstraction from its implementation, allowing them to vary independently.",,,,,,,,
6,1,"The Bridge pattern decouples an abstraction from its implementation, allowing them to vary independently.",,,,,,,,
6,1,"It separates the abstraction (high-level functionality) from its implementation (low-level details), enabling them to be modified and extended independently.",,,,,,,,
6,1,Use when you want to separate the abstraction (high-level functionality) from its implementation (low-level details) so that they can vary independently.,,,,,,,,
6,1,Separates the abstraction (high-level functionality) from its implementation (low-level details) so that they can vary independently.,,,,,,,,
6,1,"Use when you want to decouple abstraction from implementation, allowing them to evolve independently.",,,,,,,,
7,1,Composite,,,,,,,,
7,1,Structural,,,,,,,,
7,1,Compose objects into tree structures to represent part-whole hierarchies. Composite lets clients treat individual objects and compositions of objects uniformly.,,,,,,,,
7,1,"Graphics applications like drawing editors and schematic capture systems let users build complex diagrams out of simple components. The user can group components to form larger components, which in turn can be grouped to form still larger components. A simple implementation could define classes for graphical primitives such as Text and Lines plus other classes that act as containers for these primitives. But there's a problem with this approach: Code that uses these classes must treat primitive and container objects differently, even if most of the time the user treats them identically. Having to distinguish these objects makes the application more complex. The Composite pattern describes how to use recursive composition so that clients don't have to make this distinction. The key to the Composite pattern is an abstract class that represents both
primitives and their containers. For the graphics system, this class is Graphic.
Graphic declares operations like Draw that are specific to graphical objects. It also declares operations that all composite objects share, such as operations
for accessing and managing its children.
The subclasses Line, Rectangle, and Text (see preceding class diagram) define
primitive graphical objects. These classes implement Draw to draw lines,
rectangles, and text, respectively. Since primitive graphics have no child
graphics, none of these subclasses implements child-related operations.
The Picture class defines an aggregate of Graphic objects. Picture implements
Draw to call Draw on its children, and it implements child-related operations
accordingly. Because the Picture interface conforms to the Graphic interface,
Picture objects can compose other Pictures recursively.",,,,,,,,
7,1,"· you want to represent part-whole hierarchies of objects.
· you want clients to be able to ignore the difference between compositions
of objects and individual objects. Clients will treat all objects in the
composite structure uniformly. ",,,,,,,,
7,1,"· Component (Graphic)
o declares the interface for objects in the composition.
o implements default behavior for the interface common to all classes,
as appropriate.
o declares an interface for accessing and managing its child
components.
o (optional) defines an interface for accessing a component's parent
in the recursive structure, and implements it if that's appropriate.
· Leaf (Rectangle, Line, Text, etc.)
o represents leaf objects in the composition. A leaf has no children.
o defines behavior for primitive objects in the composition.
· Composite (Picture) 
o defines behavior for components having children.
o stores child components.
o implements child-related operations in the Component interface.
· Client
o manipulates objects in the composition through the Component
interface. ",,,,,,,,
7,1,"Clients use the Component class interface to interact with objects in the
composite structure. If the recipient is a Leaf, then the request is handled
directly. If the recipient is a Composite, then it usually forwards requests
to its child components, possibly performing additional operations before
and/or after forwarding",,,,,,,,
7,1,"Examples of the Composite pattern can be found in almost all object-oriented
systems. The original View class of Smalltalk Model/View/Controller was
a Composite, and nearly every user interface toolkit or framework has followed
in its steps, including ET++ (with its VObjects) and InterViews (Styles, Graphics, and Glyphs). It's interesting to note that the
original View of Model/View/Controller had a set of subviews; in other words,
View was both the Component class and the Composite class. Release 4.0 of
Smalltalk-80 revised Model/View/Controller with a VisualComponent class that has
subclasses View and CompositeView.
The RTL Smalltalk compiler framework uses the Composite pattern
extensively. RTLExpression is a Component class for parse trees. It has subclasses,
such as BinaryExpression, that contain child RTLExpression objects. These classes
define a composite structure for parse trees. RegisterTransfer is the Component
class for a program's intermediate Single Static Assignment (SSA) form. Leaf
subclasses of RegisterTransfer define different static assignments such as
· primitive assignments that perform an operation on two registers and assign
the result to a third;
· an assignment with a source register but no destination register, which
indicates that the register is used after a routine returns; and
· an assignment with a destination register but no source, which indicates
that the register is assigned before the routine starts.
Another subclass, RegisterTransferSet, is a Composite class for representing
assignments that change several registers at once.
Another example of this pattern occurs in the financial domain, where a portfolio
aggregates individual assets. You can support complex aggregations of assets by
implementing a portfolio as a Composite that conforms to the interface of an
individual asset.
The Command (263) pattern describes how Command objects can be composed and
sequenced with a MacroCommand Composite class. ",,,,,,,,
7,1,"Use when you want to treat individual objects and compositions of objects uniformly, forming part-whole hierarchies.",,,,,,,,
7,1,"Composes objects into tree-like structures to represent part-whole hierarchies, allowing clients to treat individual objects and compositions uniformly.",,,,,,,,
7,1,The Composite pattern composes objects into tree-like structures to represent part-whole hierarchies.,,,,,,,,
7,1,"It allows clients to treat individual objects and compositions of objects uniformly, simplifying the code and enabling recursive operations on the structure.",,,,,,,,
7,1,Use when you have a part-whole hierarchy of objects and want to treat individual objects and compositions of objects uniformly.,,,,,,,,
7,1,"Treats individual objects and compositions of objects uniformly, forming part-whole hierarchies.",,,,,,,,
7,1,Use when you have a part-whole hierarchy of objects and want to treat individual objects and compositions of objects uniformly.,,,,,,,,
8,1,Decorator,,,,,,,,
8,1,Structural,,,,,,,,
8,1,Attach additional responsibilities to an object dynamically. Decorators provide a flexible alternative to subclassing for extending functionality.,,,,,,,,
8,1,Wrapper,,,,,,,,
8,1,"Sometimes we want to add responsibilities to individual objects, not to an entire class. A graphical user interface toolkit, for example, should let you add properties like borders or behaviors like scrolling to any user interface component. One way to add responsibilities is with inheritance. Inheriting a border from another class puts a border around every subclass instance. This is inflexible, however, because the choice of border is made statically. A client can't control how and when to decorate the component with a border. A more flexible approach is to enclose the component in another object that adds the border. The enclosing object is called a decorator. The decorator conforms to the interface of the component it decorates so that its presence is transparent to the component's clients. The decorator forwards requests to the component and may perform additional actions (such as drawing a border) before or after forwarding. Transparency lets you nest decorators recursively, thereby allowing an unlimited number of added responsibilities. For example, suppose we have a TextView object that displays text in a window.
TextView has no scroll bars by default, because we might not always need them.
When we do, we can use a ScrollDecorator to add them. Suppose we also want to
add a thick black border around the TextView. We can use a BorderDecorator to
add this as well. We simply compose the decorators with the TextView to produce
the desired result. The ScrollDecorator and BorderDecorator classes are subclasses of Decorator, an
abstract class for visual components that decorate other visual components. VisualComponent is the abstract class for visual objects. It defines their drawing
and event handling interface. Note how the Decorator class simply forwards draw
requests to its component, and how Decorator subclasses can extend this operation.
Decorator subclasses are free to add operations for specific functionality. For
example, ScrollDecorator's ScrollTo operation lets other objects scroll the
interface if they know there happens to be a ScrollDecorator object in the interface.
The important aspect of this pattern is that it lets decorators appear anywhere
a VisualComponent can. That way clients generally can't tell the difference between
a decorated component and an undecorated one, and so they don't depend at all
on the decoration. ",,,,,,,,
8,1,"to add responsibilities to individual objects dynamically and transparently, that is, without affecting other objects. · for responsibilities that can be withdrawn. · when extension by subclassing is impractical. Sometimes a large number of independent extensions are possible and would produce an explosion of subclasses to support every combination. Or a class definition may be hidden or otherwise unavailable for subclassing.",,,,,,,,
8,1,"· Component (VisualComponent) o defines the interface for objects that can have responsibilities added to them dynamically. · ConcreteComponent (TextView) o defines an object to which additional responsibilities can be attached. · Decorator o maintains a reference to a Component object and defines an interface that conforms to Component's interface. · ConcreteDecorator (BorderDecorator, ScrollDecorator) o adds responsibilities to the component.",,,,,,,,
8,1,Decorator forwards requests to its Component object. It may optionally perform additional operations before and after forwarding the request.,,,,,,,,
8,1,"Many object-oriented user interface toolkits use decorators to add graphical
embellishments to widgets. Examples include InterViews, ET++, and the ObjectWorks\Smalltalk class library. More exotic
applications of Decorator are the DebuggingGlyph from InterViews and the
PassivityWrapper from ParcPlace Smalltalk. A DebuggingGlyph prints out debugging
information before and after it forwards a layout request to its component. This
trace information can be used to analyze and debug the layout behavior of objects
in a complex composition. The PassivityWrapper can enable or disable user
interactions with the component.
But the Decorator pattern is by no means limited to graphical user interfaces,
as the following example (based on the ET++ streaming classes) illustrates.
Streams are a fundamental abstraction in most I/O facilities. A stream can provide
an interface for converting objects into a sequence of bytes or characters. That
lets us transcribe an object to a file or to a string in memory for retrieval
later. A straightforward way to do this is to define an abstract Stream class
with subclasses MemoryStream and FileStream. But suppose we also want to be able
to do the following:
· Compress the stream data using different compression algorithms
(run-length encoding, Lempel-Ziv, etc.).
· Reduce the stream data to 7-bit ASCII characters so that it can be
transmitted over an ASCII communication channel.
The Decorator pattern gives us an elegant way to add these responsibilities to
streams. The diagram below shows one solution to the problem: The Stream abstract class maintains an internal buffer and provides operations
for storing data onto the stream (PutInt, PutString). Whenever the buffer is full,
Stream calls the abstract operation HandleBufferFull, which does the actual data
transfer. The FileStream version of this operation overrides this operation to
transfer the buffer to a file.
The key class here is StreamDecorator, which maintains a reference to a component
stream and forwards requests to it. StreamDecorator subclasses override
HandleBufferFull and perform additional actions before calling StreamDecorator's
HandleBufferFull operation.
For example, the CompressingStream subclass compresses the data, and the
ASCII7Stream converts the data into 7-bit ASCII. Now, to create a FileStream that
compresses its data and converts the compressed binary data to 7-bit ASCII, we
decorate a FileStream with a CompressingStream and an ASCII7Stream:",,,,,,,,
8,1,Use when you want to dynamically add responsibilities to an object by wrapping it in a decorator class.,,,,,,,,
8,1,Dynamically adds responsibilities to an object by wrapping it in an object of a decorator class.,,,,,,,,
8,1,The Decorator pattern dynamically adds responsibilities to an object by wrapping it in an object of a decorator class.,,,,,,,,
8,1,"It provides a flexible alternative to subclassing for extending functionality, allowing for the addition of new behaviors to objects at runtime.",,,,,,,,
8,1,Use when you want to dynamically add additional behaviors or responsibilities to an object without modifying its existing code.,,,,,,,,
8,1,Dynamically adds additional behaviors or responsibilities to an object without modifying its existing code.,,,,,,,,
8,1,Use when you want to add functionality to objects at runtime without changing their structure.,,,,,,,,
9,1,Façade,,,,,,,,
9,1,Structural,,,,,,,,
9,1,Provide a unified interface to a set of interfaces in a subsystem. Facade defines a higher-level interface that makes the subsystem easier to use.,,,,,,,,
9,1,"Structuring a system into subsystems helps reduce complexity. A common design goal is to minimize the communication and dependencies between subsystems. One way to achieve this goal is to introduce a facade object that provides a single, simplified interface to the more general facilities of a subsystem. Consider for example a programming environment that gives applications access
to its compiler subsystem. This subsystem contains classes such as Scanner, Parser,
ProgramNode, BytecodeStream, and ProgramNodeBuilder that implement the compiler.
Some specialized applications might need to access these classes directly. But
most clients of a compiler generally don't care about details like parsing and
code generation; they merely want to compile some code. For them, the powerful
but low-level interfaces in the compiler subsystem only complicate their task.
To provide a higher-level interface that can shield clients from these classes,
the compiler subsystem also includes a Compiler class. This class defines a unified
interface to the compiler's functionality. The Compiler class acts as a facade:
It offers clients a single, simple interface to the compiler subsystem. It glues
together the classes that implement compiler functionality without hiding them
completely. The compiler facade makes life easier for most programmers without
hiding the lower-level functionality from the few that need it. ",,,,,,,,
9,1,"· you want to provide a simple interface to a complex subsystem. Subsystems
often get more complex as they evolve. Most patterns, when applied, result
in more and smaller classes. This makes the subsystem more reusable and
easier to customize, but it also becomes harder to use for clients that
don't need to customize it. A facade can provide a simple default view of
the subsystem that is good enough for most clients. Only clients needing
more customizability will need to look beyond the facade.
· there are many dependencies between clients and the implementation classes
of an abstraction. Introduce a facade to decouple the subsystem from clients
and other subsystems, thereby promoting subsystem independence and
portability.
· you want to layer your subsystems. Use a facade to define an entry point
to each subsystem level. If subsystems are dependent, then you can simplify
the dependencies between them by making them communicate with each other
solely through their facades. ",,,,,,,,
9,1,"· Facade (Compiler) o knows which subsystem classes are responsible for a request. o delegates client requests to appropriate subsystem objects. · subsystem classes (Scanner, Parser, ProgramNode, etc.) o implement subsystem functionality. o handle work assigned by the Facade object. o have no knowledge of the facade; that is, they keep no references to it.",,,,,,,,
9,1,"Clients communicate with the subsystem by sending requests to Facade, which forwards them to the appropriate subsystem object(s). Although the subsystem objects perform the actual work, the facade may have to do work of its own to translate its interface to subsystem interfaces. · Clients that use the facade don't have to access its subsystem objects directly.",,,,,,,,
9,1,"The compiler example in the Sample Code section was inspired by the
ObjectWorks\Smalltalk compiler system.
In the ET++ application framework, an application can have built-in
browsing tools for inspecting its objects at run-time. These browsing tools are
implemented in a separate subsystem that includes a Facade class called
""ProgrammingEnvironment."" This facade defines operations such as InspectObject
and InspectClass for accessing the browsers. An ET++ application can also forgo built-in browsing support. In that case,
ProgrammingEnvironment implements these requests as null operations; that is,
they do nothing. Only the ETProgrammingEnvironment subclass implements these
requests with operations that display the corresponding browsers. The application
has no knowledge of whether a browsing environment is available or not; there's
abstract coupling between the application and the browsing subsystem.
The Choices operating system uses facades to compose many frameworks
into one. The key abstractions in Choices are processes, storage, and address
spaces. For each of these abstractions there is a corresponding subsystem,
implemented as a framework, that supports porting Choices to a variety of different
hardware platforms. Two of these subsystems have a ""representative"" (i.e., facade).
These representatives are FileSystemInterface (storage) and Domain (address
spaces). For example, the virtual memory framework has Domain as its facade. A Domain
represents an address space. It provides a mapping between virtual addresses and
offsets into memory objects, files, or backing store. The main operations on Domain
support adding a memory object at a particular address, removing a memory object,
and handling a page fault.
As the preceding diagram shows, the virtual memory subsystem uses the following
components internally:
· MemoryObject represents a data store.· MemoryObjectCache caches the data of MemoryObjects in physical memory.
MemoryObjectCache is actually a Strategy (349) that localizes the caching
policy.
· AddressTranslation encapsulates the address translation hardware.
The RepairFault operation is called whenever a page fault interrupt occurs. The
Domain finds the memory object at the address causing the fault and delegates
the RepairFault operation to the cache associated with that memory object. Domains
can be customized by changing their components.",,,,,,,,
9,1,"Use when you want to provide a simplified interface to a complex subsystem, making it easier to use for clients.",,,,,,,,
9,1,"The Facade pattern provides a simplified interface to a complex subsystem, acting as a high-level interface that makes the subsystem easier to use.",,,,,,,,
9,1,"It hides the complexities of the subsystem and provides a unified interface for the client to interact with, simplifying the client's interaction with the system.",,,,,,,,
9,1,Use when you have a complex subsystem and want to provide a simplified interface that makes it easier to use for clients.,,,,,,,,
9,1,"Provides a simplified interface to a complex subsystem, making it easier to use for clients.",,,,,,,,
9,1,"Use when you want to simplify the interface of a complex subsystem and provide a high-level interface for clients.
",,,,,,,,
10,1,Flyweight,,,,,,,,
10,1,Structural,,,,,,,,
10,1,Use sharing to support large numbers of fine-grained objects efficiently.,,,,,,,,
10,1,"Some applications could benefit from using objects throughout their design, but a naive implementation would be prohibitively expensive. For example, most document editor implementations have text formatting and editing facilities that are modularized to some extent. Object-oriented document editors typically use objects to represent embedded elements like tables and figures. However, they usually stop short of using an object for each character in the document, even though doing so would promote flexibility at the finest levels in the application. Characters and embedded elements could then be treated uniformly with respect to how they are drawn and formatted. The application could be extended to support new character sets without disturbing other functionality. The application's object structure could mimic the document's physical structure. The following diagram shows how a document editor can use objects to represent characters. The drawback of such a design is its cost. Even moderate-sized documents may require
hundreds of thousands of character objects, which will consume lots of memory
and may incur unacceptable run-time overhead. The Flyweight pattern describes
how to share objects to allow their use at fine granularities without prohibitive
cost. A flyweight is a shared object that can be used in multiple contexts simultaneously.
The flyweight acts as an independent object in each context—it's indistinguishable
from an instance of the object that's not shared. Flyweights cannot make
assumptions about the context in which they operate. The key concept here is the
distinction between intrinsic and extrinsic state. Intrinsic state is stored in
the flyweight; it consists of information that's independent of the flyweight's
context, thereby making it sharable. Extrinsic state depends on and varies with
the flyweight's context and therefore can't be shared. Client objects are
responsible for passing extrinsic state to the flyweight when it needs it.
Flyweights model concepts or entities that are normally too plentiful to represent
with objects. For example, a document editor can create a flyweight for each letter
of the alphabet. Each flyweight stores a character code, but its coordinate
position in the document and its typographic style can be determined from the
text layout algorithms and formatting commands in effect wherever the character
appears. The character code is intrinsic state, while the other information is
extrinsic. Physically, however, there is one shared flyweight object per character, and it
appears in different contexts in the document structure. The class structure for these objects is shown next. Glyph is the abstract class
for graphical objects, some of which may be flyweights. Operations that may depend
on extrinsic state have it passed to them as a parameter. For example, Draw and
Intersects must know which context the glyph is in before they can do their job.A flyweight representing the letter ""a"" only stores the corresponding character
code; it doesn't need to store its location or font. Clients supply the
context-dependent information that the flyweight needs to draw itself. For example,
a Row glyph knows where its children should draw themselves so that they are tiled
horizontally. Thus it can pass each child its location in the draw request.
Because the number of different character objects is far less than the number
of characters in the document, the total number of objects is substantially less
than what a naive implementation would use. A document in which all characters
appear in the same font and color will allocate on the order of 100 character
objects (roughly the size of the ASCII character set) regardless of the document's
length. And since most documents use no more than 10 different font-color
combinations, this number won't grow appreciably in practice. An object
abstraction thus becomes practical for individual characters. ",,,,,,,,
10,1,"The Flyweight pattern's effectiveness depends heavily on how and where it's used. Apply the Flyweight pattern when all of the following are true: · An application uses a large number of objects. · Storage costs are high because of the sheer quantity of objects. · Most object state can be made extrinsic. · Many groups of objects may be replaced by relatively few shared objects once extrinsic state is removed. · The application doesn't depend on object identity. Since flyweight objects may be shared, identity tests will return true for conceptually distinct objects.",,,,,,,,
10,1,"· Flyweight o declares an interface through which flyweights can receive and act on extrinsic state. · ConcreteFlyweight (Character) o implements the Flyweight interface and adds storage for intrinsic state, if any. A ConcreteFlyweight object must be sharable. Any state it stores must be intrinsic; that is, it must be independent of the ConcreteFlyweight object's context. · UnsharedConcreteFlyweight (Row, Column) o not all Flyweight subclasses need to be shared. The Flyweight interface enables sharing; it doesn't enforce it. It's common for UnsharedConcreteFlyweight objects to have ConcreteFlyweight objects as children at some level in the flyweight object structure (as the Row and Column classes have). · FlyweightFactory o creates and manages flyweight objects. o ensures that flyweights are shared properly. When a client requests a flyweight, the FlyweightFactory object supplies an existing instance or creates one, if none exists. · Client o maintains a reference to flyweight(s). o computes or stores the extrinsic state of flyweight(s).",,,,,,,,
10,1,"· State that a flyweight needs to function must be characterized as either intrinsic or extrinsic. Intrinsic state is stored in the ConcreteFlyweight object; extrinsic state is stored or computed by Client objects. Clients
pass this state to the flyweight when they invoke its operations.
· Clients should not instantiate ConcreteFlyweights directly. Clients must
obtain ConcreteFlyweight objects exclusively from the FlyweightFactory
object to ensure they are shared properly.",,,,,,,,
10,1,"The concept of flyweight objects was first described and explored as a design technique in InterViews 3.0. Its developers built a powerful document editor called Doc as a proof of concept. Doc uses glyph objects to represent each character in the document. The editor builds one Glyph instance for each character in a particular style (which defines its graphical attributes); hence a character's intrinsic state consists of the character code and its style information (an index into a style table).4 That means only position is extrinsic, making Doc fast. Documents are represented by a class Document, which also acts as the FlyweightFactory. Measurements on Doc have shown that sharing flyweight characters is quite effective. In a typical case, a document containing 180,000 characters required allocation of only 480 character objects. ET++ uses flyweights to support look-and-feel independence. 5 The look-and-feel standard affects the layout of user interface elements (e.g., scroll bars, buttons, menus—known collectively as ""widgets"") and their decorations (e.g., shadows, beveling). A widget delegates all its layout and drawing behavior to a separate Layout object. Changing the Layout object changes the look and feel, even at run-time. For each widget class there is a corresponding Layout class (e.g., ScrollbarLayout, MenubarLayout, etc.). An obvious problem with this approach is that using separate layout objects doubles the number of user interface objects: For each user interface object there is an additional Layout object. To avoid this overhead, Layout objects are implemented as flyweights. They make good flyweights because they deal mostly with defining behavior, and it's easy to pass them what little extrinsic state they need to lay out or draw an object. The Layout objects are created and managed by Look objects. The Look class is an Abstract Factory (99) that retrieves a specific Layout object with operations like GetButtonLayout, GetMenuBarLayout, and so forth. For each look-and-feel standard there is a corresponding Look subclass (e.g., MotifLook, OpenLook) that supplies the appropriate Layout objects. By the way, Layout objects are essentially strategies (see Strategy (349)). They are an example of a strategy object implemented as a flyweight.",,,,,,,,
10,1,Use when you want to minimize memory usage by sharing common data across multiple objects.,,,,,,,,
10,1,The Flyweight pattern minimizes memory usage by sharing common data across multiple objects.,,,,,,,,
10,1,"It allows for the efficient sharing of objects that have similar or identical states, reducing the memory footprint and improving performance.",,,,,,,,
10,1,Use when you have objects with shared state and want to minimize memory usage by sharing common data across multiple objects.,,,,,,,,
10,1,Minimizes memory usage by sharing common data across multiple objects.,,,,,,,,
10,1,Use when you have objects with shared state and want to minimize memory usage by sharing common data across multiple objects.,,,,,,,,
11,1,Proxy,,,,,,,,
11,1,Structural,,,,,,,,
11,1,Provide a surrogate or placeholder for another object to control access to it.,,,,,,,,
11,1,Surrogate,,,,,,,,
11,1,"One reason for controlling access to an object is to defer the full cost of its creation and initialization until we actually need to use it. Consider a document editor that can embed graphical objects in a document. Some graphical objects, like large raster images, can be expensive to create. But opening a document should be fast, so we should avoid creating all the expensive objects at once when the document is opened. This isn't necessary anyway, because not all of these objects will be visible in the document at the same time. These constraints would suggest creating each expensive object on demand, which in this case occurs when an image becomes visible. But what do we put in the document in place of the image? And how can we hide the fact that the image is created on demand so that we don't complicate the editor's implementation? This optimization shouldn't impact the rendering and formatting code, for example. The solution is to use another object, an image proxy, that acts as a stand-in for the real image. The proxy acts just like the image and takes care of instantiating it when it's required. The image proxy creates the real image only when the document editor asks it to
display itself by invoking its Draw operation. The proxy forwards subsequent
requests directly to the image. It must therefore keep a reference to the image
after creating it. Let's assume that images are stored in separate files. In this case we can use
the file name as the reference to the real object. The proxy also stores its extent,
that is, its width and height. The extent lets the proxy respond to requests for
its size from the formatter without actually instantiating the image.  The document editor accesses embedded images through the interface defined by
the abstract Graphic class. ImageProxy is a class for images that are created
on demand. ImageProxy maintains the file name as a reference to the image on disk.
The file name is passed as an argument to the ImageProxy constructor.
ImageProxy also stores the bounding box of the image and a reference to the real
Image instance. This reference won't be valid until the proxy instantiates the
real image. The Draw operation makes sure the image is instantiated before
forwarding it the request. GetExtent forwards the request to the image only if
it's instantiated; otherwise ImageProxy returns the extent it stores. ",,,,,,,,
11,1,"Proxy is applicable whenever there is a need for a more versatile or sophisticated
reference to an object than a simple pointer. Here are several common situations
in which the Proxy pattern is applicable:
1. A remote proxy provides a local representative for an object in a different
address space. NEXTSTEPuses the class NXProxy for this purpose.
Coplien calls this kind of proxy an ""Ambassador."" 2. A virtual proxy creates expensive objects on demand. The ImageProxy
described in the Motivation is an example of such a proxy.
3. A protection proxy controls access to the original object. Protection
proxies are useful when objects should have different access rights. For
example, KernelProxies in the Choices operating system provide
protected access to operating system objects.
4. A smart reference is a replacement for a bare pointer that performs
additional actions when an object is accessed. Typical uses include
o counting the number of references to the real object so that it can
be freed automatically when there are no more references (also called
smart pointers ).
o loading a persistent object into memory when it's first referenced.
o checking that the real object is locked before it's accessed to ensure
that no other object can change it. ",,,,,,,,
11,1,"· Proxy (ImageProxy)
o maintains a reference that lets the proxy access the real subject.
Proxy may refer to a Subject if the RealSubject and Subject interfaces
are the same.o provides an interface identical to Subject's so that a proxy can
by substituted for the real subject.
o controls access to the real subject and may be responsible for
creating and deleting it.
o other responsibilities depend on the kind of proxy:
§ remote proxies are responsible for encoding a request and
its arguments and for sending the encoded request to the real
subject in a different address space.
§ virtual proxies may cache additional information about the
real subject so that they can postpone accessing it. For
example, the ImageProxy from the Motivation caches the real
image's extent.
§ protection proxies check that the caller has the access
permissions required to perform a request.
· Subject (Graphic)
o defines the common interface for RealSubject and Proxy so that a
Proxy can be used anywhere a RealSubject is expected.
· RealSubject (Image)
o defines the real object that the proxy represents. ",,,,,,,,
11,1,"Proxy forwards requests to RealSubject when appropriate, depending on the kind of proxy.",,,,,,,,
11,1,"The virtual proxy example in the Motivation section is from the ET++ text building block classes. NEXTSTEPuses proxies (instances of class NXProxy) as local representatives for objects that may be distributed. A server creates proxies for remote objects when clients request them. On receiving a message, the proxy encodes it along with its arguments and then forwards the encoded message to the remote subject. Similarly, the subject encodes any return results and sends them back to the NXProxy object. McCullough discusses using proxies in Smalltalk to access remote objects. Pascoe describes how to provide side-effects on method calls and access control with ""Encapsulators.""",,,,,,,,
11,1,Use when you want to provide a surrogate or placeholder for another object to control access to it.,,,,,,,,
11,1,The Proxy pattern provides a surrogate or placeholder for another object to control access to it.,,,,,,,,
11,1,"It allows for the creation of a representative object that can control the access to the original object, providing additional functionality or security checks.",,,,,,,,
11,1,"Use when you want to provide a surrogate or placeholder for another object to control access to it, adding additional functionality or security checks.",,,,,,,,
11,1,Provides a surrogate or placeholder for another object to control access to it.,,,,,,,,
11,1,"Use when you want to control access to an object, add additional functionality, or provide security checks.",,,,,,,,
12,2,Chain of Responsibility,,,,,,,,
12,2,Behavioral,,,,,,,,
12,2,Avoid coupling the sender of a request to its receiver by giving morethan one object a chance to handle the request. Chain the receivingobjects and pass the request along the chain until an objecthandles it.,,,,,,,,
12,2,"Consider a context-sensitive help facility for a graphical userinterface. The
user can obtain help information on any part of theinterface just by clicking
on it. The help that's provided depends onthe part of the interface that's selected
and its context; forexample, a button widget in a dialog box might have different
helpinformation than a similar button in the main window. If no specifichelp
information exists for that part of the interface, thenthe help system should
display a more general help message about theimmediate context—the dialog box
as a whole, for example.
Hence it's natural to organize help information according to itsgenerality—from
the most specific to the most general. Furthermore,it's clear that a help request
is handled by one of several userinterface objects; which one depends on the context
and how specificthe available help is.
The problem here is that the object that ultimately provides thehelp isn't known
explicitly to the object (e.g., the button) that initiates the help request. What
we need is a way to decouple thebutton that initiates the help request from the
objects that mightprovide help information. The Chain of Responsibility pattern
defineshow that happens.
The idea of this pattern is to decouple senders and receivers bygiving multiple
objects a chance to handle a request. The requestgets passed along a chain of
objects until one of them handles it. The first object in the chain receives the request and either handlesit or forwards
it to the next candidate on the chain, which doeslikewise. The object that made
the request has no explicit knowledgeof who will handle it—we say the request
has an implicitreceiver.
Let's assume the user clicks for help on a button widget marked""Print."" The button
is contained in an instance of PrintDialog,which knows the application object
it belongs to (see preceding object diagram).In this case, neither aPrintButton nor aPrintDialog handles therequest; it stops
at anApplication, which can handle it or ignore it.The client that issued the
request has no direct reference to theobject that ultimately fulfills it.
To forward the request along the chain, and to ensure receivers remainimplicit,
each object on the chain shares a common interface forhandling requests and for
accessing its successor on thechain. For example, the help system might define
a HelpHandler classwith a corresponding HandleHelp operation. HelpHandler can
be theparent class for candidate object classes, or it can be defined as amixin
class.The Button, Dialog, and Application classes use HelpHandler operationsto handle
help requests. HelpHandler's HandleHelp operation forwardsthe request to the
successor by default. Subclasses can override thisoperation to provide help under
the right circumstances; otherwisethey can use the default implementation to
forward the request. ",,,,,,,,
12,2,"more than one object may handle a request, and the handler isn't knowna priori. The handler should be ascertained automatically. · you want to issue a request to one of several objects withoutspecifying the receiver explicitly. · the set of objects that can handle a request should be specifieddynamically.",,,,,,,,
12,2,"· Handler (HelpHandler) o defines an interface for handling requests. o (optional) implements the successor link. · ConcreteHandler (PrintButton, PrintDialog) o handles requests it is responsible for. o can access its successor. o if the ConcreteHandler can handle the request, it does so; otherwise it forwards the request to its successor. · Client o initiates the request to a ConcreteHandler object on the chain.",,,,,,,,
